Minutes5DK,Minutes5UTC,CO2Emission,PriceArea
2019-12-18T18:50:00,2019-12-18T17:50:00+00:00,212,DK1
2019-12-18T18:55:00,2019-12-18T17:55:00+00:00,214,DK1
2019-12-18T19:00:00,2019-12-18T18:00:00+00:00,220,DK1
2019-12-18T19:05:00,2019-12-18T18:05:00+00:00,215,DK1
2019-12-18T19:10:00,2019-12-18T18:10:00+00:00,215,DK1
2019-12-18T19:15:00,2019-12-18T18:15:00+00:00,213,DK1
2019-12-18T19:20:00,2019-12-18T18:20:00+00:00,215,DK1
2019-12-18T19:25:00,2019-12-18T18:25:00+00:00,213,DK1
2019-12-18T19:30:00,2019-12-18T18:30:00+00:00,212,DK1
2019-12-18T19:35:00,2019-12-18T18:35:00+00:00,213,DK1
2019-12-18T19:40:00,2019-12-18T18:40:00+00:00,209,DK1
2019-12-18T19:45:00,2019-12-18T18:45:00+00:00,207,DK1
2019-12-18T19:50:00,2019-12-18T18:50:00+00:00,206,DK1
2019-12-18T19:55:00,2019-12-18T18:55:00+00:00,203,DK1
2019-12-18T20:00:00,2019-12-18T19:00:00+00:00,197,DK1
2019-12-18T20:05:00,2019-12-18T19:05:00+00:00,183,DK1
2019-12-18T20:10:00,2019-12-18T19:10:00+00:00,181,DK1
2019-12-18T20:15:00,2019-12-18T19:15:00+00:00,179,DK1
2019-12-18T20:20:00,2019-12-18T19:20:00+00:00,181,DK1
2019-12-18T20:25:00,2019-12-18T19:25:00+00:00,183,DK1
2019-12-18T20:30:00,2019-12-18T19:30:00+00:00,186,DK1
2019-12-18T20:35:00,2019-12-18T19:35:00+00:00,186,DK1
2019-12-18T20:40:00,2019-12-18T19:40:00+00:00,188,DK1
2019-12-18T20:45:00,2019-12-18T19:45:00+00:00,188,DK1
2019-12-18T20:50:00,2019-12-18T19:50:00+00:00,190,DK1
2019-12-18T20:55:00,2019-12-18T19:55:00+00:00,195,DK1
2019-12-18T21:00:00,2019-12-18T20:00:00+00:00,187,DK1
2019-12-18T21:05:00,2019-12-18T20:05:00+00:00,169,DK1
2019-12-18T21:10:00,2019-12-18T20:10:00+00:00,182,DK1
2019-12-18T21:15:00,2019-12-18T20:15:00+00:00,184,DK1
2019-12-18T21:20:00,2019-12-18T20:20:00+00:00,181,DK1
2019-12-18T21:25:00,2019-12-18T20:25:00+00:00,182,DK1
2019-12-18T21:30:00,2019-12-18T20:30:00+00:00,182,DK1
2019-12-18T21:35:00,2019-12-18T20:35:00+00:00,181,DK1
2019-12-18T21:40:00,2019-12-18T20:40:00+00:00,177,DK1
2019-12-18T21:45:00,2019-12-18T20:45:00+00:00,173,DK1
2019-12-18T21:50:00,2019-12-18T20:50:00+00:00,175,DK1
2019-12-18T21:55:00,2019-12-18T20:55:00+00:00,179,DK1
2019-12-18T22:00:00,2019-12-18T21:00:00+00:00,202,DK1
2019-12-18T22:05:00,2019-12-18T21:05:00+00:00,225,DK1
2019-12-18T22:10:00,2019-12-18T21:10:00+00:00,230,DK1
2019-12-18T22:15:00,2019-12-18T21:15:00+00:00,225,DK1
2019-12-18T22:20:00,2019-12-18T21:20:00+00:00,219,DK1
2019-12-18T22:25:00,2019-12-18T21:25:00+00:00,217,DK1
2019-12-18T22:30:00,2019-12-18T21:30:00+00:00,220,DK1
2019-12-18T22:35:00,2019-12-18T21:35:00+00:00,219,DK1
2019-12-18T22:40:00,2019-12-18T21:40:00+00:00,217,DK1
2019-12-18T22:45:00,2019-12-18T21:45:00+00:00,215,DK1
2019-12-18T22:50:00,2019-12-18T21:50:00+00:00,219,DK1
2019-12-18T22:55:00,2019-12-18T21:55:00+00:00,207,DK1
2019-12-18T23:00:00,2019-12-18T22:00:00+00:00,222,DK1
2019-12-18T23:05:00,2019-12-18T22:05:00+00:00,235,DK1
2019-12-18T23:10:00,2019-12-18T22:10:00+00:00,232,DK1
2019-12-18T23:15:00,2019-12-18T22:15:00+00:00,230,DK1
2019-12-18T23:20:00,2019-12-18T22:20:00+00:00,226,DK1
2019-12-18T23:25:00,2019-12-18T22:25:00+00:00,225,DK1
2019-12-18T23:30:00,2019-12-18T22:30:00+00:00,229,DK1
2019-12-18T23:35:00,2019-12-18T22:35:00+00:00,229,DK1
2019-12-18T23:40:00,2019-12-18T22:40:00+00:00,227,DK1
2019-12-18T23:45:00,2019-12-18T22:45:00+00:00,227,DK1
2019-12-18T23:50:00,2019-12-18T22:50:00+00:00,224,DK1
2019-12-18T23:55:00,2019-12-18T22:55:00+00:00,218,DK1
2019-12-19T00:00:00,2019-12-18T23:00:00+00:00,220,DK1
2019-12-19T00:05:00,2019-12-18T23:05:00+00:00,220,DK1
2019-12-19T00:10:00,2019-12-18T23:10:00+00:00,224,DK1
2019-12-19T00:15:00,2019-12-18T23:15:00+00:00,233,DK1
2019-12-19T00:20:00,2019-12-18T23:20:00+00:00,242,DK1
2019-12-19T00:25:00,2019-12-18T23:25:00+00:00,251,DK1
2019-12-19T00:30:00,2019-12-18T23:30:00+00:00,249,DK1
2019-12-19T00:35:00,2019-12-18T23:35:00+00:00,246,DK1
2019-12-19T00:40:00,2019-12-18T23:40:00+00:00,247,DK1
2019-12-19T00:45:00,2019-12-18T23:45:00+00:00,247,DK1
2019-12-19T00:50:00,2019-12-18T23:50:00+00:00,240,DK1
2019-12-19T00:55:00,2019-12-18T23:55:00+00:00,233,DK1
2019-12-19T01:00:00,2019-12-19T00:00:00+00:00,230,DK1
2019-12-19T01:05:00,2019-12-19T00:05:00+00:00,230,DK1
2019-12-19T01:10:00,2019-12-19T00:10:00+00:00,222,DK1
2019-12-19T01:15:00,2019-12-19T00:15:00+00:00,215,DK1
2019-12-19T01:20:00,2019-12-19T00:20:00+00:00,226,DK1
2019-12-19T01:25:00,2019-12-19T00:25:00+00:00,238,DK1
2019-12-19T01:30:00,2019-12-19T00:30:00+00:00,239,DK1
2019-12-19T01:35:00,2019-12-19T00:35:00+00:00,239,DK1
2019-12-19T01:40:00,2019-12-19T00:40:00+00:00,239,DK1
2019-12-19T01:45:00,2019-12-19T00:45:00+00:00,237,DK1
2019-12-19T01:50:00,2019-12-19T00:50:00+00:00,232,DK1
2019-12-19T01:55:00,2019-12-19T00:55:00+00:00,228,DK1
2019-12-19T02:00:00,2019-12-19T01:00:00+00:00,225,DK1
2019-12-19T02:05:00,2019-12-19T01:05:00+00:00,226,DK1
2019-12-19T02:10:00,2019-12-19T01:10:00+00:00,222,DK1
2019-12-19T02:15:00,2019-12-19T01:15:00+00:00,220,DK1
2019-12-19T02:20:00,2019-12-19T01:20:00+00:00,218,DK1
2019-12-19T02:25:00,2019-12-19T01:25:00+00:00,219,DK1
2019-12-19T02:30:00,2019-12-19T01:30:00+00:00,217,DK1
2019-12-19T02:35:00,2019-12-19T01:35:00+00:00,216,DK1
2019-12-19T02:40:00,2019-12-19T01:40:00+00:00,215,DK1
2019-12-19T02:45:00,2019-12-19T01:45:00+00:00,213,DK1
2019-12-19T02:50:00,2019-12-19T01:50:00+00:00,207,DK1
2019-12-19T02:55:00,2019-12-19T01:55:00+00:00,197,DK1
2019-12-19T03:00:00,2019-12-19T02:00:00+00:00,181,DK1
2019-12-19T03:05:00,2019-12-19T02:05:00+00:00,177,DK1
2019-12-19T03:10:00,2019-12-19T02:10:00+00:00,171,DK1
2019-12-19T03:15:00,2019-12-19T02:15:00+00:00,165,DK1
2019-12-19T03:20:00,2019-12-19T02:20:00+00:00,161,DK1
2019-12-19T03:25:00,2019-12-19T02:25:00+00:00,159,DK1
2019-12-19T03:30:00,2019-12-19T02:30:00+00:00,160,DK1
2019-12-19T03:35:00,2019-12-19T02:35:00+00:00,158,DK1
2019-12-19T03:40:00,2019-12-19T02:40:00+00:00,159,DK1
2019-12-19T03:45:00,2019-12-19T02:45:00+00:00,160,DK1
2019-12-19T03:50:00,2019-12-19T02:50:00+00:00,155,DK1
2019-12-19T03:55:00,2019-12-19T02:55:00+00:00,150,DK1
2019-12-19T04:00:00,2019-12-19T03:00:00+00:00,136,DK1
2019-12-19T04:05:00,2019-12-19T03:05:00+00:00,134,DK1
2019-12-19T04:10:00,2019-12-19T03:10:00+00:00,134,DK1
2019-12-19T04:15:00,2019-12-19T03:15:00+00:00,135,DK1
2019-12-19T04:20:00,2019-12-19T03:20:00+00:00,133,DK1
2019-12-19T04:25:00,2019-12-19T03:25:00+00:00,134,DK1
2019-12-19T04:30:00,2019-12-19T03:30:00+00:00,136,DK1
2019-12-19T04:35:00,2019-12-19T03:35:00+00:00,134,DK1
2019-12-19T04:40:00,2019-12-19T03:40:00+00:00,135,DK1
2019-12-19T04:45:00,2019-12-19T03:45:00+00:00,134,DK1
2019-12-19T04:50:00,2019-12-19T03:50:00+00:00,132,DK1
2019-12-19T04:55:00,2019-12-19T03:55:00+00:00,134,DK1
2019-12-19T05:00:00,2019-12-19T04:00:00+00:00,136,DK1
2019-12-19T05:05:00,2019-12-19T04:05:00+00:00,132,DK1
2019-12-19T05:10:00,2019-12-19T04:10:00+00:00,128,DK1
2019-12-19T05:15:00,2019-12-19T04:15:00+00:00,130,DK1
2019-12-19T05:20:00,2019-12-19T04:20:00+00:00,129,DK1
2019-12-19T05:25:00,2019-12-19T04:25:00+00:00,128,DK1
2019-12-19T05:30:00,2019-12-19T04:30:00+00:00,129,DK1
2019-12-19T05:35:00,2019-12-19T04:35:00+00:00,128,DK1
2019-12-19T05:40:00,2019-12-19T04:40:00+00:00,128,DK1
2019-12-19T05:45:00,2019-12-19T04:45:00+00:00,127,DK1
2019-12-19T05:50:00,2019-12-19T04:50:00+00:00,126,DK1
2019-12-19T05:55:00,2019-12-19T04:55:00+00:00,127,DK1
2019-12-19T06:00:00,2019-12-19T05:00:00+00:00,134,DK1
2019-12-19T06:05:00,2019-12-19T05:05:00+00:00,130,DK1
2019-12-19T06:10:00,2019-12-19T05:10:00+00:00,129,DK1
2019-12-19T06:15:00,2019-12-19T05:15:00+00:00,131,DK1
2019-12-19T06:20:00,2019-12-19T05:20:00+00:00,129,DK1
2019-12-19T06:25:00,2019-12-19T05:25:00+00:00,127,DK1
2019-12-19T06:30:00,2019-12-19T05:30:00+00:00,126,DK1
2019-12-19T06:35:00,2019-12-19T05:35:00+00:00,126,DK1
2019-12-19T06:40:00,2019-12-19T05:40:00+00:00,126,DK1
2019-12-19T06:45:00,2019-12-19T05:45:00+00:00,123,DK1
2019-12-19T06:50:00,2019-12-19T05:50:00+00:00,139,DK1
2019-12-19T06:55:00,2019-12-19T05:55:00+00:00,153,DK1
2019-12-19T07:00:00,2019-12-19T06:00:00+00:00,133,DK1
2019-12-19T07:05:00,2019-12-19T06:05:00+00:00,136,DK1
2019-12-19T07:10:00,2019-12-19T06:10:00+00:00,138,DK1
2019-12-19T07:15:00,2019-12-19T06:15:00+00:00,132,DK1
2019-12-19T07:20:00,2019-12-19T06:20:00+00:00,136,DK1
2019-12-19T07:25:00,2019-12-19T06:25:00+00:00,136,DK1
2019-12-19T07:30:00,2019-12-19T06:30:00+00:00,139,DK1
2019-12-19T07:35:00,2019-12-19T06:35:00+00:00,144,DK1
2019-12-19T07:40:00,2019-12-19T06:40:00+00:00,146,DK1
2019-12-19T07:45:00,2019-12-19T06:45:00+00:00,147,DK1
2019-12-19T07:50:00,2019-12-19T06:50:00+00:00,151,DK1
2019-12-19T07:55:00,2019-12-19T06:55:00+00:00,156,DK1
2019-12-19T08:00:00,2019-12-19T07:00:00+00:00,154,DK1
2019-12-19T08:05:00,2019-12-19T07:05:00+00:00,139,DK1
2019-12-19T08:10:00,2019-12-19T07:10:00+00:00,138,DK1
2019-12-19T08:15:00,2019-12-19T07:15:00+00:00,147,DK1
2019-12-19T08:20:00,2019-12-19T07:20:00+00:00,145,DK1
2019-12-19T08:25:00,2019-12-19T07:25:00+00:00,145,DK1
2019-12-19T08:30:00,2019-12-19T07:30:00+00:00,144,DK1
2019-12-19T08:35:00,2019-12-19T07:35:00+00:00,144,DK1
2019-12-19T08:40:00,2019-12-19T07:40:00+00:00,143,DK1
2019-12-19T08:45:00,2019-12-19T07:45:00+00:00,143,DK1
2019-12-19T08:50:00,2019-12-19T07:50:00+00:00,143,DK1
2019-12-19T08:55:00,2019-12-19T07:55:00+00:00,143,DK1
2019-12-19T09:00:00,2019-12-19T08:00:00+00:00,139,DK1
2019-12-19T09:05:00,2019-12-19T08:05:00+00:00,131,DK1
2019-12-19T09:10:00,2019-12-19T08:10:00+00:00,131,DK1
2019-12-19T09:15:00,2019-12-19T08:15:00+00:00,138,DK1
2019-12-19T09:20:00,2019-12-19T08:20:00+00:00,134,DK1
2019-12-19T09:25:00,2019-12-19T08:25:00+00:00,131,DK1
2019-12-19T09:30:00,2019-12-19T08:30:00+00:00,132,DK1
2019-12-19T09:35:00,2019-12-19T08:35:00+00:00,132,DK1
2019-12-19T09:40:00,2019-12-19T08:40:00+00:00,133,DK1
2019-12-19T09:45:00,2019-12-19T08:45:00+00:00,133,DK1
2019-12-19T09:50:00,2019-12-19T08:50:00+00:00,128,DK1
2019-12-19T09:55:00,2019-12-19T08:55:00+00:00,130,DK1
2019-12-19T10:00:00,2019-12-19T09:00:00+00:00,127,DK1
2019-12-19T10:05:00,2019-12-19T09:05:00+00:00,132,DK1
2019-12-19T10:10:00,2019-12-19T09:10:00+00:00,132,DK1
2019-12-19T10:15:00,2019-12-19T09:15:00+00:00,132,DK1
2019-12-19T10:20:00,2019-12-19T09:20:00+00:00,132,DK1
2019-12-19T10:25:00,2019-12-19T09:25:00+00:00,133,DK1
2019-12-19T10:30:00,2019-12-19T09:30:00+00:00,132,DK1
2019-12-19T10:35:00,2019-12-19T09:35:00+00:00,133,DK1
2019-12-19T10:40:00,2019-12-19T09:40:00+00:00,133,DK1
2019-12-19T10:45:00,2019-12-19T09:45:00+00:00,133,DK1
2019-12-19T10:50:00,2019-12-19T09:50:00+00:00,133,DK1
2019-12-19T10:55:00,2019-12-19T09:55:00+00:00,140,DK1
2019-12-19T11:00:00,2019-12-19T10:00:00+00:00,144,DK1
2019-12-19T11:05:00,2019-12-19T10:05:00+00:00,135,DK1
2019-12-19T11:10:00,2019-12-19T10:10:00+00:00,133,DK1
2019-12-19T11:15:00,2019-12-19T10:15:00+00:00,134,DK1
2019-12-19T11:20:00,2019-12-19T10:20:00+00:00,131,DK1
2019-12-19T11:25:00,2019-12-19T10:25:00+00:00,132,DK1
2019-12-19T11:30:00,2019-12-19T10:30:00+00:00,136,DK1
2019-12-19T11:35:00,2019-12-19T10:35:00+00:00,135,DK1
2019-12-19T11:40:00,2019-12-19T10:40:00+00:00,135,DK1
2019-12-19T11:45:00,2019-12-19T10:45:00+00:00,135,DK1
2019-12-19T11:50:00,2019-12-19T10:50:00+00:00,135,DK1
2019-12-19T11:55:00,2019-12-19T10:55:00+00:00,135,DK1
2019-12-19T12:00:00,2019-12-19T11:00:00+00:00,136,DK1
2019-12-19T12:05:00,2019-12-19T11:05:00+00:00,137,DK1
2019-12-19T12:10:00,2019-12-19T11:10:00+00:00,136,DK1
2019-12-19T12:15:00,2019-12-19T11:15:00+00:00,136,DK1
2019-12-19T12:20:00,2019-12-19T11:20:00+00:00,137,DK1
2019-12-19T12:25:00,2019-12-19T11:25:00+00:00,138,DK1
2019-12-19T12:30:00,2019-12-19T11:30:00+00:00,139,DK1
2019-12-19T12:35:00,2019-12-19T11:35:00+00:00,141,DK1
2019-12-19T12:40:00,2019-12-19T11:40:00+00:00,142,DK1
2019-12-19T12:45:00,2019-12-19T11:45:00+00:00,142,DK1
2019-12-19T12:50:00,2019-12-19T11:50:00+00:00,143,DK1
2019-12-19T12:55:00,2019-12-19T11:55:00+00:00,145,DK1
2019-12-19T13:00:00,2019-12-19T12:00:00+00:00,145,DK1
2019-12-19T13:05:00,2019-12-19T12:05:00+00:00,144,DK1
2019-12-19T13:10:00,2019-12-19T12:10:00+00:00,141,DK1
2019-12-19T13:15:00,2019-12-19T12:15:00+00:00,146,DK1
2019-12-19T13:20:00,2019-12-19T12:20:00+00:00,147,DK1
2019-12-19T13:25:00,2019-12-19T12:25:00+00:00,147,DK1
2019-12-19T13:30:00,2019-12-19T12:30:00+00:00,146,DK1
2019-12-19T13:35:00,2019-12-19T12:35:00+00:00,148,DK1
2019-12-19T13:40:00,2019-12-19T12:40:00+00:00,149,DK1
2019-12-19T13:45:00,2019-12-19T12:45:00+00:00,153,DK1
2019-12-19T13:50:00,2019-12-19T12:50:00+00:00,155,DK1
2019-12-19T13:55:00,2019-12-19T12:55:00+00:00,165,DK1
2019-12-19T14:00:00,2019-12-19T13:00:00+00:00,171,DK1
2019-12-19T14:05:00,2019-12-19T13:05:00+00:00,181,DK1
2019-12-19T14:10:00,2019-12-19T13:10:00+00:00,185,DK1
2019-12-19T14:15:00,2019-12-19T13:15:00+00:00,180,DK1
2019-12-19T14:20:00,2019-12-19T13:20:00+00:00,185,DK1
2019-12-19T14:25:00,2019-12-19T13:25:00+00:00,188,DK1
2019-12-19T14:30:00,2019-12-19T13:30:00+00:00,189,DK1
2019-12-19T14:35:00,2019-12-19T13:35:00+00:00,189,DK1
2019-12-19T14:40:00,2019-12-19T13:40:00+00:00,191,DK1
2019-12-19T14:45:00,2019-12-19T13:45:00+00:00,192,DK1
2019-12-19T14:50:00,2019-12-19T13:50:00+00:00,194,DK1
2019-12-19T14:55:00,2019-12-19T13:55:00+00:00,194,DK1
2019-12-19T15:00:00,2019-12-19T14:00:00+00:00,194,DK1
2019-12-19T15:05:00,2019-12-19T14:05:00+00:00,195,DK1
2019-12-19T15:10:00,2019-12-19T14:10:00+00:00,194,DK1
2019-12-19T15:15:00,2019-12-19T14:15:00+00:00,198,DK1
2019-12-19T15:20:00,2019-12-19T14:20:00+00:00,199,DK1
2019-12-19T15:25:00,2019-12-19T14:25:00+00:00,198,DK1
2019-12-19T15:30:00,2019-12-19T14:30:00+00:00,192,DK1
2019-12-19T15:35:00,2019-12-19T14:35:00+00:00,193,DK1
2019-12-19T15:40:00,2019-12-19T14:40:00+00:00,194,DK1
2019-12-19T15:45:00,2019-12-19T14:45:00+00:00,194,DK1
2019-12-19T15:50:00,2019-12-19T14:50:00+00:00,193,DK1
2019-12-19T15:55:00,2019-12-19T14:55:00+00:00,194,DK1
2019-12-19T16:00:00,2019-12-19T15:00:00+00:00,187,DK1
2019-12-19T16:05:00,2019-12-19T15:05:00+00:00,181,DK1
2019-12-19T16:10:00,2019-12-19T15:10:00+00:00,182,DK1
2019-12-19T16:15:00,2019-12-19T15:15:00+00:00,184,DK1
2019-12-19T16:20:00,2019-12-19T15:20:00+00:00,182,DK1
2019-12-19T16:25:00,2019-12-19T15:25:00+00:00,182,DK1
2019-12-19T16:30:00,2019-12-19T15:30:00+00:00,181,DK1
2019-12-19T16:35:00,2019-12-19T15:35:00+00:00,181,DK1
2019-12-19T16:40:00,2019-12-19T15:40:00+00:00,180,DK1
2019-12-19T16:45:00,2019-12-19T15:45:00+00:00,181,DK1
2019-12-19T16:50:00,2019-12-19T15:50:00+00:00,180,DK1
2019-12-19T16:55:00,2019-12-19T15:55:00+00:00,180,DK1
2019-12-19T17:00:00,2019-12-19T16:00:00+00:00,189,DK1
2019-12-19T17:05:00,2019-12-19T16:05:00+00:00,192,DK1
2019-12-19T17:10:00,2019-12-19T16:10:00+00:00,190,DK1
2019-12-19T17:15:00,2019-12-19T16:15:00+00:00,186,DK1
2019-12-19T17:20:00,2019-12-19T16:20:00+00:00,190,DK1
2019-12-19T17:25:00,2019-12-19T16:25:00+00:00,192,DK1
2019-12-19T17:30:00,2019-12-19T16:30:00+00:00,194,DK1
2019-12-19T17:35:00,2019-12-19T16:35:00+00:00,192,DK1
2019-12-19T17:40:00,2019-12-19T16:40:00+00:00,192,DK1
2019-12-19T17:45:00,2019-12-19T16:45:00+00:00,192,DK1
2019-12-19T17:50:00,2019-12-19T16:50:00+00:00,192,DK1
2019-12-19T17:55:00,2019-12-19T16:55:00+00:00,192,DK1
2019-12-19T18:00:00,2019-12-19T17:00:00+00:00,192,DK1
2019-12-19T18:05:00,2019-12-19T17:05:00+00:00,182,DK1
2019-12-19T18:10:00,2019-12-19T17:10:00+00:00,173,DK1
2019-12-19T18:15:00,2019-12-19T17:15:00+00:00,172,DK1
2019-12-19T18:20:00,2019-12-19T17:20:00+00:00,171,DK1
2019-12-19T18:25:00,2019-12-19T17:25:00+00:00,170,DK1
2019-12-19T18:30:00,2019-12-19T17:30:00+00:00,166,DK1
2019-12-19T18:35:00,2019-12-19T17:35:00+00:00,168,DK1
2019-12-19T18:40:00,2019-12-19T17:40:00+00:00,169,DK1
2019-12-19T18:45:00,2019-12-19T17:45:00+00:00,169,DK1
2019-12-19T18:50:00,2019-12-19T17:50:00+00:00,169,DK1
2019-12-19T18:55:00,2019-12-19T17:55:00+00:00,168,DK1
2019-12-19T19:00:00,2019-12-19T18:00:00+00:00,167,DK1
2019-12-19T19:05:00,2019-12-19T18:05:00+00:00,167,DK1
2019-12-19T19:10:00,2019-12-19T18:10:00+00:00,167,DK1
2019-12-19T19:15:00,2019-12-19T18:15:00+00:00,167,DK1
2019-12-19T19:20:00,2019-12-19T18:20:00+00:00,168,DK1
2019-12-19T19:25:00,2019-12-19T18:25:00+00:00,168,DK1
2019-12-19T19:30:00,2019-12-19T18:30:00+00:00,168,DK1
2019-12-19T19:35:00,2019-12-19T18:35:00+00:00,167,DK1
2019-12-19T19:40:00,2019-12-19T18:40:00+00:00,165,DK1
2019-12-19T19:45:00,2019-12-19T18:45:00+00:00,161,DK1
2019-12-19T19:50:00,2019-12-19T18:50:00+00:00,159,DK1
2019-12-19T19:55:00,2019-12-19T18:55:00+00:00,156,DK1
2019-12-19T20:00:00,2019-12-19T19:00:00+00:00,152,DK1
2019-12-19T20:05:00,2019-12-19T19:05:00+00:00,149,DK1
2019-12-19T20:10:00,2019-12-19T19:10:00+00:00,146,DK1
2019-12-19T20:15:00,2019-12-19T19:15:00+00:00,142,DK1
2019-12-19T20:20:00,2019-12-19T19:20:00+00:00,144,DK1
2019-12-19T20:25:00,2019-12-19T19:25:00+00:00,144,DK1
2019-12-19T20:30:00,2019-12-19T19:30:00+00:00,142,DK1
2019-12-19T20:35:00,2019-12-19T19:35:00+00:00,142,DK1
2019-12-19T20:40:00,2019-12-19T19:40:00+00:00,141,DK1
2019-12-19T20:45:00,2019-12-19T19:45:00+00:00,139,DK1
2019-12-19T20:50:00,2019-12-19T19:50:00+00:00,138,DK1
2019-12-19T20:55:00,2019-12-19T19:55:00+00:00,137,DK1
2019-12-19T21:00:00,2019-12-19T20:00:00+00:00,130,DK1
2019-12-19T21:05:00,2019-12-19T20:05:00+00:00,129,DK1
2019-12-19T21:10:00,2019-12-19T20:10:00+00:00,129,DK1
2019-12-19T21:15:00,2019-12-19T20:15:00+00:00,125,DK1
2019-12-19T21:20:00,2019-12-19T20:20:00+00:00,122,DK1
2019-12-19T21:25:00,2019-12-19T20:25:00+00:00,121,DK1
2019-12-19T21:30:00,2019-12-19T20:30:00+00:00,119,DK1
2019-12-19T21:35:00,2019-12-19T20:35:00+00:00,117,DK1
2019-12-19T21:40:00,2019-12-19T20:40:00+00:00,116,DK1
2019-12-19T21:45:00,2019-12-19T20:45:00+00:00,116,DK1
2019-12-19T21:50:00,2019-12-19T20:50:00+00:00,117,DK1
2019-12-19T21:55:00,2019-12-19T20:55:00+00:00,116,DK1
2019-12-19T22:00:00,2019-12-19T21:00:00+00:00,117,DK1
2019-12-19T22:05:00,2019-12-19T21:05:00+00:00,117,DK1
2019-12-19T22:10:00,2019-12-19T21:10:00+00:00,117,DK1
2019-12-19T22:15:00,2019-12-19T21:15:00+00:00,118,DK1
2019-12-19T22:20:00,2019-12-19T21:20:00+00:00,115,DK1
2019-12-19T22:25:00,2019-12-19T21:25:00+00:00,114,DK1
2019-12-19T22:30:00,2019-12-19T21:30:00+00:00,116,DK1
2019-12-19T22:35:00,2019-12-19T21:35:00+00:00,115,DK1
2019-12-19T22:40:00,2019-12-19T21:40:00+00:00,116,DK1
2019-12-19T22:45:00,2019-12-19T21:45:00+00:00,115,DK1
2019-12-19T22:50:00,2019-12-19T21:50:00+00:00,116,DK1
2019-12-19T22:55:00,2019-12-19T21:55:00+00:00,116,DK1
2019-12-19T23:00:00,2019-12-19T22:00:00+00:00,118,DK1
2019-12-19T23:05:00,2019-12-19T22:05:00+00:00,118,DK1
2019-12-19T23:10:00,2019-12-19T22:10:00+00:00,119,DK1
2019-12-19T23:15:00,2019-12-19T22:15:00+00:00,120,DK1
2019-12-19T23:20:00,2019-12-19T22:20:00+00:00,120,DK1
2019-12-19T23:25:00,2019-12-19T22:25:00+00:00,119,DK1
2019-12-19T23:30:00,2019-12-19T22:30:00+00:00,120,DK1
2019-12-19T23:35:00,2019-12-19T22:35:00+00:00,118,DK1
2019-12-19T23:40:00,2019-12-19T22:40:00+00:00,117,DK1
2019-12-19T23:45:00,2019-12-19T22:45:00+00:00,118,DK1
2019-12-19T23:50:00,2019-12-19T22:50:00+00:00,116,DK1
2019-12-19T23:55:00,2019-12-19T22:55:00+00:00,113,DK1
2019-12-20T00:00:00,2019-12-19T23:00:00+00:00,107,DK1
2019-12-20T00:05:00,2019-12-19T23:05:00+00:00,102,DK1
2019-12-20T00:10:00,2019-12-19T23:10:00+00:00,100,DK1
2019-12-20T00:15:00,2019-12-19T23:15:00+00:00,103,DK1
2019-12-20T00:20:00,2019-12-19T23:20:00+00:00,103,DK1
2019-12-20T00:25:00,2019-12-19T23:25:00+00:00,107,DK1
2019-12-20T00:30:00,2019-12-19T23:30:00+00:00,108,DK1
2019-12-20T00:35:00,2019-12-19T23:35:00+00:00,110,DK1
2019-12-20T00:40:00,2019-12-19T23:40:00+00:00,114,DK1
2019-12-20T00:45:00,2019-12-19T23:45:00+00:00,106,DK1
2019-12-20T00:50:00,2019-12-19T23:50:00+00:00,103,DK1
2019-12-20T00:55:00,2019-12-19T23:55:00+00:00,96,DK1
2019-12-20T01:00:00,2019-12-20T00:00:00+00:00,96,DK1
2019-12-20T01:05:00,2019-12-20T00:05:00+00:00,96,DK1
2019-12-20T01:10:00,2019-12-20T00:10:00+00:00,97,DK1
2019-12-20T01:15:00,2019-12-20T00:15:00+00:00,95,DK1
2019-12-20T01:20:00,2019-12-20T00:20:00+00:00,96,DK1
2019-12-20T01:25:00,2019-12-20T00:25:00+00:00,95,DK1
2019-12-20T01:30:00,2019-12-20T00:30:00+00:00,95,DK1
2019-12-20T01:35:00,2019-12-20T00:35:00+00:00,96,DK1
2019-12-20T01:40:00,2019-12-20T00:40:00+00:00,95,DK1
2019-12-20T01:45:00,2019-12-20T00:45:00+00:00,96,DK1
2019-12-20T01:50:00,2019-12-20T00:50:00+00:00,96,DK1
2019-12-20T01:55:00,2019-12-20T00:55:00+00:00,97,DK1
2019-12-20T02:00:00,2019-12-20T01:00:00+00:00,96,DK1
2019-12-20T02:05:00,2019-12-20T01:05:00+00:00,96,DK1
2019-12-20T02:10:00,2019-12-20T01:10:00+00:00,97,DK1
2019-12-20T02:15:00,2019-12-20T01:15:00+00:00,98,DK1
2019-12-20T02:20:00,2019-12-20T01:20:00+00:00,99,DK1
2019-12-20T02:25:00,2019-12-20T01:25:00+00:00,99,DK1
2019-12-20T02:30:00,2019-12-20T01:30:00+00:00,99,DK1
2019-12-20T02:35:00,2019-12-20T01:35:00+00:00,98,DK1
2019-12-20T02:40:00,2019-12-20T01:40:00+00:00,97,DK1
2019-12-20T02:45:00,2019-12-20T01:45:00+00:00,97,DK1
2019-12-20T02:50:00,2019-12-20T01:50:00+00:00,96,DK1
2019-12-20T02:55:00,2019-12-20T01:55:00+00:00,95,DK1
2019-12-20T03:00:00,2019-12-20T02:00:00+00:00,96,DK1
2019-12-20T03:05:00,2019-12-20T02:05:00+00:00,97,DK1
